question,answer
?,time and space.
8.30.17  9:42 pm     why do people at my school hate that I listen to the beatles and john lennon?      why did you tell people what you listen to?,.
I WAS LOOKING AT SOMEONE'S TWITTER FROM HIGH SCHOOL THAT I THOUGHT WAS KIND OF CUTE AND I LIKED SOMETHING THEY RETWEETED ON MY ANONYMOUS ACOUNT THAT HAD MY FIRST NAME AND PICTURE SHITUCK?,you're going to have to leave the country.
what is one thing you wish you could do when making videos that you can't do at that time?,"make more songs, or make a different type of video."
What skills are you looking for in an assistant?,any.
is there a meaning to life?,does it mean anything to you.
what made you want to become a musician?,music.
Can I be ur assistant?,sure.
how do you find a purpose in life?,"listen carefully, and it may find you."
i can't forget that girl but she hates me but also she can't change her mind but I can't help it and i see her everyday what do i do?,start a non-profit organization.
what do you think of names for musical notes like do re mi rather than letters like E C G?,"in america, do re mi is relative, it just means scale degrees, like nashville uses numbers. they work according to the key your in, so do is always the root of the key but not always the same letter note. i have heard that in some countries 'do' always means C. it is 2 completely different ways of using the system, and i'm not sure either way is more useful than using letters and numbers."
Where are the questions prior to may 2015? I sawould them before...-Bogg?,this site never included any questions asked before may 2015.
My topology teacher seems to be out of his mind When assigning homework. What would you recommend?,try to go out of your mind when you do the homework.
How to make good music?,"try to make it bad. if you fuck up that's ok, then it will be good."
"what is the chord playing at 8:39 in this score: https://www.youtube.com/watch?v=BMphxeFoJAc (G/Db, Db, G/Db ?)?","i'd say so. there's a swarmy climbing strings riff that is sort of erupting through the midst of that, but i think indeed those chords are used. those chords are a recurring theme in this movie (two major triads a tri-tone away, note the sprinkly piano riff that occurs throughout the movie)."
what should i do when people frown at me in the workplace?,buy the company and then sell it for more.
Did you know that alt+enter can makelinebreaks?question brought youbyentersending a question insteadof makinga line break?,
,
i performed in front of people for the first time and my legs were shaking violently the entire time. is there anything i can do to fix that or do i just have to perform until my legs stop shaking?,more performing is the only thing that will make you more comfortable performing.
Do you know which piano chords are in Do You Believe In Love by Huey Lewis & the News because I can't find them online but I want to play the piano part?,"verse B (walkin) .... D#min (lookin) .... E,  F#,  B .    repeat all that.  (quick E, F# right before the cho). CHO: is B, F#, E, F#. B, F#, E, B. B, F#, E, F#, and the last part of the cho is C#min, F#, C#min, F#.  another verse, another cho, sax solo over half a verse, bridge is E .....B .  or if you want to be specific about that B there ('photograph') you can play with the vocal harmonies and go E/B, then Bmaj9.  then E..... F#  (again if you want to be specific with the vocals on 'gonna last', that would be B/F#, F#. that's about it."
why do you follow people on twitter?,some people ask why i follow people on twitter. some people ask why i do not follow anyone on instagram. i am waiting to be informed of the proper number of people to follow such that i don't have to explain myself.
is anything?,yes.
Do you know how to cure grief? Just wondering?,build something new.
I'm certain you found much more than what was just put in the video. (For the sake of conciseness and whatnot)?,the main thing i learned was that i am never attempting a video that long again.
can you please upload the that's the way I like to live my life song please?,"it is uploaded. that song is actually part of a video, called hi, i'm steve. the song occurs twice in the video, with slightly different lyrics the second time."
what is the limit of imagination?,i don't think there is any limit.
why am i afraid of school assignments?,becaue they suck.
can i send you a resume?,sure.
"i do, they're fun and i like them a lot?",i agree.
"It's just, idk, ehat will happen?",everything.
Are you doing something?,yes.
bill may i ask you for the opinion of stars?,you will have to ask the stars for their own opinion.
http://www.billwurtz.com/reality/201102190135.mp4 do you feel like you have figured it out now? :)?,"yes. there are still infinite ways to put songs together, but i have a lot more experience now doing it in many different types of ways. later that year (actually within the following month) i really got down to business in writing 'the normal way' and got a lot of experience during that year. then the year after that i really started to merge all the normal and non-normal techniques."
"hey bill, i just had a really cool moment and i wanted to share with you: i was at the beach, the sun had just gone down and the sea looked like liquid metal and the sky was so red, i was standing with my feet in the water and the water was warm and everything just felt So Real and so Surreal at the same time :) i could really feel, being on a planet. i wanted to share that with you bye~ :)?","oh, nice."
do you think geometry is a sacred art?,art and geometry are both sacred.
"Like I don't get small talk. When I speak to people I want to get into the Deep and Important stuff, stop asking me how are you, it's the same answer everytime and you know this ??? How do you deal with small talk?",i try to avoid and ignore it.
what do you think about rabbits?,seems like a cool idea.
can you compose a song from beginning to end (written and recorded) with your ears covered in a way that you can't hear what you're playing at all? (as if you're deaf)?,"yes, i used to write most songs that way, usually in the library, with earplugs in."
how to read a book?,just look at it.
Do you have any qualifications in music / music theory?,"just listen to it, and see if you can make some qualifications, and theories! don't forget to enjoy yourself."
tips on destroying european beauty standards?,get popular with a different kind of beauty.
how do i make mygirlfriend feel special?,become an important an influential person in society.
N O T H I N GI SN O R M A L?,that's normal.
bill what should i buy? Any ideas?,happiness.
how to not feel anxious about everything and anything?,document your journey.
hey this is the oppisite of a question try something different by advertising a product but making it fun for yourself and a video that will get you money and wont annoy you?,it needs to be a product that i actually use.
can u put an asterisk in ur next video?,maybe.
what is your view on daylight saving times?,
don't answer this question?,it's not a question.
to the people who dislike the position of the button on the randy page- you can just refresh the page if moving your mouse to the button is too stressful for you. ctrl+R / command+R on mac?,"ah, nice."
Whay aren't you posting?,"i am, but i respect your opinion."
are you working on any big projects i love your history of videos but are you planning on doing stuff that's longer i love your content?,"it's important to remember that history of japan took 3 months, and history of the entire world took 11 months. anything significantly longer could take years. in the future i would prefer to keep things between 30 seconds and 4 minutes."
are there any dumb ideas>?,all ideas are dumb.
is college worth it?,scientists are still trying to figure that out.
can i answer questions for u please?,sure.
happy birthday?,
is there a snake in your next video?,i probably will not put one.
how do eclipses work?,"the moon and earth block the sun from each other, occasionally."
do we even need capital letters? i don't really see the point in having them?,i think they are useful.
opinions on brooklyn?,it's like a million page book. you'll never read the whole thing and there are probably huge chapters that you never even knew were there.
what do u think of humans?,seems like something that could really take off.
is hedonism a good idea?,i don't remember what hedonism is.
do u think im beautiful?,i can't see you from here.
can i listen to your songs?,sure.
are u a stripper that works at tthe strip club?,no.
or were you trying to ignore that?,yes.
"8.24.17 2:47 pm I'm surprised you think there is anything good about that song,?",i never express explicit opinions about songs (good/bad) precisely to prevent comments like yours. but i think if you read the question again more closely you will see that even in this case i never said anything about whether it is 'good.'.
it sounds like it was written by a band that just discovered how to use sus chords and wanted to show off their new-found knowledge?,"it was a goal oriented question, (perhaps from someone who, as you said, just discovered sus2 chords and wants to show off their newfound knowledge) and so i gave a goal oriented answer."
do you ever get emotional thinking about the universe?,oh hell yeah.
what the hell is a gamer?,"someone who plays games, i think."
how to dab?,&nbspthat; is something i should know but i unfortunately don't know.
do you think the universe is a hologram?,sure.
Your answer to this question is a lie?,"it's not a question, it's a lie, and my answer to it is true."
what is even happening?,"rearrangements, and transformations."
Is it ok to use hashtags on twitter?,i guess so.
im comfortable in dark blue?,nice.
know any hot celebrity gossip?,
What do I do when I come upon a conflict?,get into resolve mode.
is stuff a thing or are things stuff?,sure.
"8.24.17  5:51 pmin songs, i meant and how do you know which chords are right for the song?",you'll have to just try some and see.
how long is a word?,usually between 1 and 12 letters.
it's me?,oh hi.
"why did you remove some of the links from the reality section? like the book stacking video isn't linked anymore, and there was another one i remember was there but i can't find it anymore?","i get asked a lot why it's there and also on the expert page. i've also been asked a lot why it is not on the reality page. i actually don't remember making any change, but i wish one day someone would tell me which page(s) it should be on which would not require me to explain myself."
are monday videos coming back :(?,not if they make you frown.
can love be a hate crime?,it depends on how you write the propaganda.
Is it okay if i am from israel?,is it ok with you.
Are the things you say in your videos 100% real and legit?,making videos can be fun and interesting. i will let you decide if that is legit.
Dont you have anything better to do?,than what.
are there usually hidden meanings in your videos?,the meaning in all my videos is hey check out this video i made but it is not hidden.
do you like trees?,"yes, thank you for asking."
1.23.1711:22 am.But what if I want to sing your songs? Then lyrics would be really helpful?,try copying them onto a blank page.
What game are we playing?,the one where you try to survive and figure out why at the same time.
what is self care?,it's when you care about yourself.
do you believe in the return of Vishnu?,that's like the main thing vishnu does.
you don't use a capital letter. why?,PERHAPS YOU COULD ASK YOURSELF THAT.
Does this page ever inspire you?,oh hell yeah.
why do pillows exist?,for companionship.
like my green color could be your blue (but it's still green)?,i doubt that.
what social groups did you fit in with in high school?,none really.
do u like cats or dogs?,they're ok.
have you thought of writing a bot that will post your pre-written tweets daily?,"i already use one, but i did not write it. it has been around for many years."
Are you working on anything at the moment?,yes.
why don't you use dd.mm.yy?,"where i am from, it is most common to use (m)m.(d)d.yy."
What are you doing right now?,song writing.
What is the meaning of mean?,mean has many meanings.
what's wrong with me?,you are too interesting.
can you play the piano like a pro?,i am a pro.
you should smile more in your videos?,ok.
do you like beaches?,they are ok.
"what're you working on now, bill? :>?",i can't tell you.
is life?,yes.
"my analysis of hi I'm steve is that it's a video, put on the internet for someone to enjoy! maybe even multiple someones?","ah, there is someone using his/her thinking cap."
are the tuesday songs gonna come back? :c?,yes.
do you think that we don't see life in the universe because we can't perceive it? like ants on the side of a highway?,"i'm not sure what you mean. i see life in the universe, and also perceive it. also i am it."
can you post the chart to goo soup (assuming there is at least one written chart)? i want to know how the bar with maybe i could write you a letter was written?,ok it's posted.
why don't you upload more?,in order to upload i need to have finished content to upload (unless i upload someone else's content) i hope that makes sense.
today is today?,"ah, i see what you mean."
i can't believe you made hotewig two years ago?,it was 1 year ago but i respect your opinion.
do yoyu respect women and man or jsut woman?,whether i respect someone is not usually affected by whether they are a man or woman.
How do i butter toast?,try a way no one else has tried before.
correct me if i'm wrong but i think the meaning of hi i'm steve is that you made a video for people to enjoy?,"ah, that's correct."
"everytime i see it's writing thabk you instead of thank you disturbs me a lot, i mean i wanna fix it but I CAN'T?","if you think that's disturbing, you should see what's going on in syria."
are you a nazi?,i will check.
isn't it neat how science allows us to predict the future?,yes.
how do u get motivate?,for what.
Is light a wave or a particle?,maybe.
holy shit i forgot you also made hotewig?,me too.
do you ever feel like things have so much meaning that you could just explode?,oh hell yeah.
why is your name bill why can't it be jeff?,maybe it can.
is it ok to be gay?,i will check with the rules and regulations.
"Hey Bill, regarding the 8.19.171:53 am question about reading sheet music. I am not the guy/gal who asked this question. But I would like to know what step 2 is (I have some staff paper). I know how to read sheet music (I know the notes that correspond to the lines/spaces of the treble and bass clef), and I know how to read rhythmic notation... But I have a hard time actually just sight reading and playing a piece fluently without having to take a second to figure out each note/rhythm pattern. (Maybe i'm skipping a couple of steps in your step-by-step system)?","just go to the store and get a book of songs and start practicing. read just the melodies if you want. do it with a metronome. set it slow enough so that you can do it. maybe even be aware of you handicap compared to the original tempo, for example maybe 75% is reasonable. so if the song is marked 100bpm, set your metronome to 75. or maybe even 50 if you need to. and practice looking ahead. that's the key to the game."
"i always thought F#sus was a more common way to mean E/F# ,?","that would technically be F#9sus4. or F#7sus4, 9. and specifically no5. but as you can see it is much easier to just say E/F#."
"been in situations that F#, B, C# was written as F#sus2?","no that's Bsus2. or F#sus4. .... F#sus2 would be F#, G#, C#. if it's written without the number 2 or 4 it means 4."
is everything a particle?,i'm not sure.
what is your favorite way to tell people you don't like questions about favorites?,i still have not found a way i am satisfied with.
Uur splling iz tearible?,"i think it's fine, but i respect your opinion."
Is Istanbul and Constantinople the same place?,"yes. istanbul is the new, turkish name. constaninople is the old, roman name."
do you have a fetish? mine is time and space?,oh nice. that's mine too.
could you explain the process in making the song i don't wanna go to school. i find it very interesting and would like to hear why and how you made some decisions for that song?,i've already explained.
I think they are a match made in heaven?,
is the meaning of life really 42?,"yes, and all the other numbers. and also everything else that's not numbers."
is the moon flat?,it depends how you look at it.
Why do my articles never get published?,.
Why are some sentances colored and underlined as green?? U BETTER NOT DO THAT TO THIS BILL OR ILL SMACK UR BOOTY?,.
are all people interesting?,yes.
koalas arent actually bears?,"ah, thanks for the update."
what is your weakness?,being strong.
why is the color orange named after the fruit?,because that's what color it is.
what are the 3 latest entries you added to reality?,"i added 9 at the same time, last sunday, which are all within the top 10 of the page. 4.26 was already there."
pls make website easier to use and more pretty?,"i made it exactly the way i like it, and i continue to be excited daily about the way that i made it. what may be exciting for you would be to leave."
"there more i listen to your music, the more im convinced that the you you keep throwing out is some ex girlfriend. im just getting bad breakup vibes. am i offbase?",yes.
or is there some truth in there?,no.
How do you operate a computer?,use a gentle but firm touch.
"thanks for the help earlier! i'm the one learning the peter gabriel song Here Comes the Flood. (i'm not asking about theory btw hahahaha, please don't move to space, we like having you here.) what i'm trying to learn is the full, accurate piano part in the original key, from the Shaking The Tree version. i don't think i communicated my questions very well though, or at all, so i'll try again.i have experience in percussion, but also some guitar and mandolin, learning with tabs and by ear - i'm the one that thinks strings sound soapy. but i can JUST BARELY read music at all. i am teaching myself piano, and how to read music. right now my ears are ahead of my fingers and feet, which are all MILES ahead of what i can actually read. there's a lot of music language that i've been exposed to but don't really understand yet. i want to learn this stuff so i can play and communicate with others better, and to be able to write down things i make  up.my strategy is: A) have fun learning songs that i like as accurately as i can, by ear. B) learn to read using beginner music books and get frustrated because i can only read things like hot cross buns so far. (maybe a tad more advanced than that.) it was fairly equal a month ago but now i spend 95% of the time i play on A and 5% on B. so, i haven't progressed on reading much. that's problem 1.problem 2 is: i think i have a pretty good ear. BUT i sometimes hit a limit: when it gets to be 5 or 6 or more keys pressed at the same time, it all starts to sound like One Big Thing and i have trouble distinguishing the notes, especially low ones. (keep in mind that i can't NAME the notes/chords from hearing them, i can just copy what i hear after hunting around a bit.) i know some musicians are able to identify notes in big chords really easily and accurately, and it seems almost like they were just born with that ability, which is kind of scary,?","i think if you keep using a pause and hunt strategy, (make sure you are using a local copy of the file, not streaming. if it's streaming like on youtube or something you're never gonna be able to unpause-pause as quickly as you need to) if you keep using the pause and hunt strategy for more and more songs, you will learn more and more and there will be less and less things that confuse you, and less and less things that fall outside your familiar classification system. if there are any chords or notes you are wondering about, i will be able to tell you if you show me where you heard it."
"thanks, x?",
Opinion on Asian people-Bogg?,"they are sometimes from asia, although i am not totally sure."
isn't math fun?,yes.
is pop culture bad?,all culture is bad.
"if your name wasn't bill, what other name would it be?",are saying you made up a situation and now you are too lazy to finish it.
What do you do when you are scared of something intangible?,grow stronger in an intangible way.
"Hi Bill, whats the name of your friend that apeare in some of your videos? Love his acurate air drumming?",that is me.
why is there gender?,to keep things interesting.
do you like phones?,yes.
can you tell me a joke?,the bad guys think the good guys are actually the bad guys.
"Can you do a history of the United States video so I can use that to pass the AP test? (Seriously, your video helped me get a five on the AP world history test)?",those history videos take at least between 3 and 11 months to make. i will try to have it done before your test.
name 3 good things about me?,who is this.
BIll i have no frends what i need to do?,be exactly who you want to be.
do you know about css margins and text-indents? i think it could help cut down on relying on nbsp all the time?,that doesn't seem necessary.
Are the blurred out bits on that list in your reality videos?,there are many different lists shown in reality videos.
can you explain the symbolism of the cats discussingrestructuring the fabric of the known universe in the music video for i wanna be a movie star?,"sure. i had that sign with the lyric on it everyone wants more than just a friend and also no zoom/twist, and i was concerned that it was a weak spot in the video, so i needed to put something there. the line is kind of corny/mushy -- not necessarily a bad thing, but i just needed to add something visually to spice it up. and i couldn't really think of anything that would exactly represent the line, becaues the line itself is sort of ambiguous more than just a friend could mean different things. so there was no obvious choice for what to put visually to match that. so i was willing to think abstractly, and wanted to do something crazy to distract from it being a dull moment, as i said. a cat seemed nice. and then i just decided to put them all circling the screen because i thought that would be an interesting effect. then i thought of putting a thought bubble and then i thought of something to put in it. overall i think it was a good solution, and that moment is now much more interesting than it was without the cats. to prove it, i cite the fact that you are interested."
are you ever going to add anything more to improv or is that page basically 'complete' for you?,"it's barely started. the project was cut way short. i built the entire reality/improv sections during feb-may, 2016 (right after the release of history of japan) and the whole project just dragged on and on for so long, and i was 3 months into it and no 'real' videos had come out on the main channel(s) so i was desperate to get out of the project as soon as possible. i barely even got started on the improv page."
are you a cute hentai girl?,i will check.
do you know the history of the world?,actually now i kind of do.
DO U LIKE BLAZING HOT SPICY AIR UP YOUR NOSE?,not really.
do you have to got to know what's going on?,that would be nice.
are you braindead?,i'm not sure.
Do you think white or black should be considered as color?,in some ways.
"Given the state of the human race, do you consider yourself a cynical person?","i don't really know what 'cynical' means, but i have heard bad things about it."
Do you think you're ever going to make some sort of podcast? I know you probably won't but it'd be really fun to have you do a podcast of some sort?,i'm not exactly sure on what counts as a podcast and what does not. but if i do something that counts as a podcast (or perhaps i even already have) i don't think i would prefer to call it a podcast. the word podcast has always confused me.
I just realized that typing without capitals or proper punctuation is wayyyyyy faster than writing with it?,"ah, that's true."
"do you ever just need to get something/an idea out, but it goes away before you can write/type/record it?? it's frustrating?",i have gotten very good at catching ideas when they arrive. i have some solid techniques in place.
what is your opinions on hyphens? for example 're-sort' vs. 'resort' or 'factory-produced' vs. 'factory produced'?,they can be useful.
is alphabet shuffle supposed to be a sequel to abcdefghijk?,no.
are you a cute anime girl?,i will check.
Also is it OK if I ask the same question multiple times or would that annoy you? (Second time asking)?,
everyone my age is boring what do i do?,"be boring too. or, for a twist, be non-boring."
Where can you find true art?,anywhere.
im on acid right now and i dont think you will answer the question?,what question.
when reading your notebooks page should i read through it like a long book (pretty quick but getting the important details) or really look what each word is doing like if im reading a poem for school. I thought you were the best to ask this to?,
How does one figure out the time signature of a song? I know what time signatures are but I have no idea how to figure them out in songs that are more than just like one instrument (so most songs)?,"step 1 is, find the beat. so as the music is going, see where you would tap your foot or nod your head, or wave your conducting wand. in most songs, this is pretty easy to find. of course you could always make crazy songs where you can't find it, but in Most songs you can find it. however, in most songs you can also do it twice as slow (or half as fast) if you want. in some songs, it is at just a certain tempo that you're almost not sure whether to tap the beat at one speed or twice as fast. this is ok, any piece of music can be written in multiple ways, you could set the tempo twice as fast and write all the notes as half the values and it would mean the same thing. but in most songs, it is reasonably clear where the foot-tap is. and i will go a step further to say that most music usually has these beats grouped together in groups of 2, 4, 8, etc. the way most music is written on paper is in groups of 4 beats, with bar lines dividing the bars (or 'measures'). most music uses 4 beats per bar. that being said it is really up to you to decide where the begining of the bars should be. but i think in most music there is a clear answer. to learn how to detect other time signatures besides 4/4, just start finding examples of them and then you will get better at hearing them. but when songs use 3-based time signatures, it can often be represented in multiple ways, many of which actually still heavily involve 4s. 2s, 3s, and 4s, are used all the time in music. it is very rare that music consistently uses a 5 or 7 pattern all the way through. usually when time signatures like 5 or 7 happen, it tends to be only once, and then goes back to 4. it is quite common for songs to need to add an extra beat or half a beat here and there, particularly at the end of the chorus or at the end of a section. this is accomplished by having 1 bar that is a different time signature. it is much more rare to have a song that entirely is based on a 5 pattern or a 7 pattern or another higher odd number. i'm not sure if that answers your question actually, but i think my most important point is that most music is in groups of 2, 4, and 8. and the way that is most commonly written on paper is with 4 beats per bar, and the time signature is called 4/4 (actually the first number is written above the second number but that's not easy to type here) the top or first number represents how many beats per bar. the bottom (or second) number is supposed to tell you what kind of a note gets the beat. so 4/4 should technically mean there are 4 beats in a bar and a 'quarter' note gets 1 beat. i realize there are holes in this system and many time signatures really can't be analyzed quite this way but that is the way the idea is supposed to work."
did you make the history of the entire world video bc people were asking you to make videos about other countries historys after you made the japan history video?,no.
why am i depressed?,because everything is too normal.
how do i become art?,you surely already are.
why is the ask box on the random question page too?,"in case you want to ask a question, when reading the questions."
"hi bill, big fan. tomorrow im starting my senior year of highschool and i got the jitters. can you give me some advice for getting past this anxiety?",wear a type of clothing that no one else has ever worn before in the history of the earth.
"Hey Bill, I've been playing guitar for a while and I've been improvising over songs by finding the key it's in and playing notes from the pentatonic scale over it. I know you're a big proponent of not doing that, so I was wondering, what would you suggest I could do instead or as a next step to improve my playing/improvising? Thanks my man?",try to do something that would make you the star of the show.
also did you employ a similar documentation procedure for hoj?,yes.
why do you use capital letters?,to help express myself.
"if compound time signatures have a multiple of three at the top,?",actually they usually don't. but the top number tends to be an odd number.
how come 3/8 isn't compound\/\?,it's not really big enough to split. that would be like splitting a grape to share with a friend.
Do people still give you a hard time about not posting videos?,"yes, which is ironic, because all i do is make stuff and post it."
What do you think about trees?,i think they are doing a great job.
would u ever release the memos for the songs you've written since you stopped writing songs on paper?,yes. i think it would be nice to put together behind-the-scenes videos for songs and videos.
i feel like you mentioned wanting to do that in either the notebook or reality. that would be cool?,
what were you doing a year ago (11 August 2016)?,"working on the writing and research for history of the entire world, i guess."
what was the point in the do you ever have sex? line in movie star? it seemed out of place?,to keep it interesting.
Is this kind of question asked frequently enough that it gets a green link?,
Sorry if this was asked before?,
why are you not answering my very serious waluigi questions? waaaaaaaaaaaah?,"i did answer them, but i respect your opinion."
"rate waluigi. review him, give him a score out of 10. break your rules for waluigi. say he's your favorite. people will go fucking bananas. i wanna start some shit?",0.
did you sample waluigi's voice in the song movie star? i think i heard it in there?,not unless you play it backwards.
do you think waluigi has pointed feet or just wears pointed shoes for the hell of it. this kind of thing is usually a no brainer but this is waluigi we're talking about?,his feet are shoes.
how inspired are you by waluigi?,not at all.
how influenced are you by waluigi?,not at all.
whens the waluigi?,i accidentally put the schedule through the paper shredder.
is there a waluigi?,i'm not sure.
why are you so obsessed with waluigi?,i am not but i respect your opinion.
whats the appeal of waluigi to you?,nothing.
is waluigi important to you?,no.
do you ever think waluigi?,no.
is there any hidden waluigi in your music?,i will check.
how do i make music?,"freely, with a sense of adventure, and mischief."
also how do i make waluigi?,think of a great idea for a character and then get amnesia.
are there any particular waluigi quotes you like?,"oh shit we need another character, let's see if the janitor has any ideas."
are you an expert in waluigi?,no.
how might one become an expert in waluigi?,study abroad.
is waluigi the type of thing youre into?,not per se.
might i recommend the waluigi?,that sounds wonderful.
care for a waluigi?,not at this time.
how do you like your waluigi?,i do not.
how much of your year is spent thinking about waluigi?,about 0%.
are you ever going to make history of waluigi?,no.
whos your favorite waluigi?,"there is only one, although next year nintendo is coming out with 12 new characters which will be additional combinations of mario, wario, and luigi."
are you familiar with waluigi?,a little bit.
how intrigued are you by waluigi?,not very much.
are you pro or anti waluigi?,i don't think i'm legally allowed to say.
tell me a little about waluigi?,i have already said way too much.
could i get your opinion on waluigi?,not right now.
thoughts on waluigi?,not at this time.
how fascinated are you by waluigi?,not very.
how interested are you in waluigi?,not very.
would the bill wurtz band ideally have every single instrument because theyre all good because everything's good because everything's bad?,i think that would be too many instruments for one band.
what are you sure of?,i can't tell you.
i just wanna get shit DONE?,i know what you mean.
i am pie?,hi.
how to eat ricecake?,try a way that no one has tried before.
Do you think?,yes.
"how often do you get questions,?",every moment.
